x	y	z
1650.0	-760.7	0.0
1650.0	-654.0	195.2
1650.0	-654.0	-195.2
1650.0	-495.5	0.0
1650.0	-416.7	-135.0
1650.0	-416.7	135.0
1650.0	-378.0	471.2
1650.0	-378.0	-471.2
1650.0	-337.8	0.0
1650.0	-182.8	0.0
1650.0	-182.8	-270.0
1650.0	-182.8	270.0
1650.0	0.0	0.0
1650.0	12.3	471.2
1650.0	12.3	-471.2
1650.0	51.0	-135.0
1650.0	51.0	135.0
1650.0	129.9	0.0
1650.0	288.3	195.2
1650.0	288.3	-195.2
1650.0	395.0	0.0
1650.0	572.1	0.0
1650.0	634.3	0.0
