x	y	z
1650.0	-629.1	0.0
1650.0	-567.1	0.0
1650.0	-390.5	0.0
1650.0	-285.7	195.2
1650.0	-285.7	-195.2
1650.0	-126.3	0.0
1650.0	-48.4	-135.0
1650.0	-48.4	135.0
1650.0	-9.7	471.2
1650.0	-9.7	-471.2
1650.0	100.0	0.0
1650.0	185.4	0.0
1650.0	185.4	-270.0
1650.0	185.4	270.0
1650.0	338.0	0.0
1650.0	380.6	471.2
1650.0	380.6	-471.2
1650.0	419.3	-135.0
1650.0	419.3	135.0
1650.0	497.2	0.0
1650.0	656.6	195.2
1650.0	656.6	-195.2
1650.0	700.0	0.0
